Data Year	County Number	County Name	District Number	District Type	District Name	School Number	School Name	ECSU Number	Economic Development Region	School Classification	Grade	Total Enrollment	Filter Groups	Total Female Count	Total Female Percent	Total Male Count	Total Male Percent	Total American Indian or Alaska Native Count	Total American Indian or Alaska Native Percent	American Indian or Alaska Native Female Count	American Indian or Alaska Native Male Count	Total Asian Count	Total Asian Percent	Asian Female Count	Asian Male Count	Total Native Hawaiian or Pacific Islander Count	Total Native Hawaiian or Pacific Islander Percent	Native Hawaiian or Pacific Islander Female Count	Native Hawaiian or Pacific Islander Male Count	Total Hispanic or Latino Count	Total Hispanic or Latino Percent	Hispanic or Latino Female Count	Hispanic or Latino Male Count	Total Black or African American Count	Total Black or African American Percent	Black or African American Female Count	Black or African American Male Count	Total White Count	Total White Percent	White Female Count	White Male Count	Total Two or More Races Count	Total Two or More Races Percent	Two or More Races Female Count	Two or More Races Male Count	Total Students of Color or American Indian Count	Total Students of Color or American Indian Percent	Total Students Eligible for Free or Reduced Priced Meals Count	Total Students Eligible for Free or Reduced Priced Meals Percent	Total Students Receiving Special Education Services Count	Total Students Receiving Special Education Services Percent	Total English Learner Identified Count	Total English Learner Identified Percent	Total Students Experiencing Homelessness Count	Total Students Experiencing Homelessness Percent	Additional Suppression Free or Reduced Priced Meals Applied	Additional Suppression Special Education Applied	Additional Suppression English Learner Identified Applied	Additional Suppression Homeless Applied
20-21	57	Pennington	564	1	Thief River Falls School District	70	Lincoln Senior High	1 and 2	1	32	9	152	N	74	48.68%	78	51.32%	3	1.97%	2	1	1	0.66%	1	0	0	0.00%	0	0	9	5.92%	4	5	1	0.66%	1	0	130	85.53%	61	69	8	5.26%	5	3	22	14.47%	49	32.24%	22	14.47%	1	0.66%	1	0.66%	N	N	N	N
20-21	57	Pennington	564	1	Thief River Falls School District	70	Lincoln Senior High	1 and 2	1	32	10	156	N	79	50.64%	77	49.36%	5	3.21%	3	2	3	1.92%	2	1	0	0.00%	0	0	8	5.13%	5	3	1	0.64%	0	1	133	85.26%	66	67	6	3.85%	3	3	23	14.74%	43	27.56%	23	14.74%	1	0.64%	0	0.00%	N	N	N	N
20-21	57	Pennington	564	1	Thief River Falls School District	70	Lincoln Senior High	1 and 2	1	32	11	143	N	68	47.55%	75	52.45%	6	4.20%	3	3	2	1.40%	2	0	0	0.00%	0	0	14	9.79%	7	7	0	0.00%	0	0	114	79.72%	51	63	7	4.90%	5	2	29	20.28%	28	19.58%	20	13.99%	0	0.00%	3	2.10%	N	N	N	N
20-21	57	Pennington	564	1	Thief River Falls School District	70	Lincoln Senior High	1 and 2	1	32	12	137	N	65	47.45%	72	52.55%	4	2.92%	3	1	2	1.46%	1	1	0	0.00%	0	0	7	5.11%	1	6	1	0.73%	1	0	115	83.94%	56	59	8	5.84%	3	5	22	16.06%	15	10.95%	17	12.41%	0	0.00%	0	0.00%	N	N	N	N
20-21	57	Pennington	564	1	Thief River Falls School District	70	Lincoln Senior High	1 and 2	1	32	All Grades	588	N	286	48.64%	302	51.36%	18	3.06%	11	7	8	1.36%	6	2	0	0.00%	0	0	38	6.46%	17	21	3	0.51%	2	1	492	83.67%	234	258	29	4.93%	16	13	96	16.33%	135	22.96%	82	13.95%	2	0.34%	4	0.68%	N	N	N	N
20-21	57	Pennington	564	1	Thief River Falls School District	75	Northwest Area Learning Center	1 and 2	1	41	11	11	N	3	27.27%	8	72.73%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	1	9.09%	0	1	9	81.82%	3	6	1	9.09%	0	1	2	18.18%	3	27.27%	3	27.27%	0	0.00%	0	0.00%	N	N	N	N
20-21	57	Pennington	564	1	Thief River Falls School District	75	Northwest Area Learning Center	1 and 2	1	41	12	15	N	6	40.00%	9	60.00%	1	6.67%	0	1	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	13	86.67%	5	8	1	6.67%	1	0	2	13.33%	8	53.33%	5	33.33%	0	0.00%	1	6.67%	N	N	N	N
20-21	57	Pennington	564	1	Thief River Falls School District	75	Northwest Area Learning Center	1 and 2	1	41	All Grades	26	N	9	34.62%	17	65.38%	1	3.85%	0	1	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	1	3.85%	0	1	22	84.62%	8	14	2	7.69%	1	1	4	15.38%	11	42.31%	8	30.77%	0	0.00%	1	3.85%	N	N	N	N
20-21	58	Pine	577	1	Willow River Public School District	30	Willow River Elementary	7	07E	10	ECSE	5	Y	3	60.00%	2	40.00%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	5	100.00%	3	2	0	0.00%	0	0	0	0.00%									Y	Y	Y	Y
20-21	58	Pine	577	1	Willow River Public School District	30	Willow River Elementary	7	07E	10	KG	24	N	10	41.67%	14	58.33%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	2	8.33%	1	1	0	0.00%	0	0	22	91.67%	9	13	0	0.00%	0	0	2	8.33%			3	12.50%	0	0.00%	0	0.00%	Y	N	N	N
20-21	58	Pine	577	1	Willow River Public School District	30	Willow River Elementary	7	07E	10	1	29	N	18	62.07%	11	37.93%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	27	93.10%	16	11	2	6.90%	2	0	2	6.90%	10	34.48%	6	20.69%	0	0.00%	0	0.00%	N	N	N	N
20-21	58	Pine	577	1	Willow River Public School District	30	Willow River Elementary	7	07E	10	2	35	N	20	57.14%	15	42.86%	1	2.86%	0	1	0	0.00%	0	0	0	0.00%	0	0	1	2.86%	0	1	0	0.00%	0	0	33	94.29%	20	13	0	0.00%	0	0	2	5.71%	13	37.14%	6	17.14%	0	0.00%			N	N	N	Y
20-21	58	Pine	577	1	Willow River Public School District	30	Willow River Elementary	7	07E	10	3	28	N	19	67.86%	9	32.14%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	1	3.57%	1	0	0	0.00%	0	0	27	96.43%	18	9	0	0.00%	0	0	1	3.57%	10	35.71%	6	21.43%	0	0.00%	0	0.00%	N	N	N	N
20-21	58	Pine	577	1	Willow River Public School District	30	Willow River Elementary	7	07E	10	4	33	N	16	48.48%	17	51.52%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	1	3.03%	0	1	0	0.00%	0	0	30	90.91%	15	15	2	6.06%	1	1	3	9.09%	16	48.48%	7	21.21%			0	0.00%	N	N	Y	N
20-21	58	Pine	577	1	Willow River Public School District	30	Willow River Elementary	7	07E	10	5	39	N	14	35.90%	25	64.10%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	38	97.44%	14	24	1	2.56%	0	1	1	2.56%	13	33.33%	7	17.95%	0	0.00%	0	0.00%	N	N	N	N
20-21	58	Pine	577	1	Willow River Public School District	30	Willow River Elementary	7	07E	10	6	34	N	20	58.82%	14	41.18%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	33	97.06%	19	14	1	2.94%	1	0	1	2.94%	15	44.12%	3	8.82%	0	0.00%	0	0.00%	N	N	N	N
20-21	58	Pine	577	1	Willow River Public School District	30	Willow River Elementary	7	07E	10	All Grades	227	N	120	52.86%	107	47.14%	1	0.44%	0	1	0	0.00%	0	0	0	0.00%	0	0	5	2.20%	2	3	0	0.00%	0	0	215	94.71%	114	101	6	2.64%	4	2	12	5.29%	83	36.56%	43	18.94%	1	0.44%	1	0.44%	N	N	N	N
20-21	58	Pine	577	1	Willow River Public School District	40	Willow River Secondary	7	07E	33	7	39	N	17	43.59%	22	56.41%	1	2.56%	0	1	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	35	89.74%	16	19	3	7.69%	1	2	4	10.26%	15	38.46%	5	12.82%	0	0.00%	0	0.00%	N	N	N	N
20-21	58	Pine	577	1	Willow River Public School District	40	Willow River Secondary	7	07E	33	8	29	N	15	51.72%	14	48.28%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	29	100.00%	15	14	0	0.00%	0	0	0	0.00%	10	34.48%	5	17.24%	0	0.00%	0	0.00%	N	N	N	N
20-21	58	Pine	577	1	Willow River Public School District	40	Willow River Secondary	7	07E	33	9	26	N	15	57.69%	11	42.31%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	25	96.15%	14	11	1	3.85%	1	0	1	3.85%	9	34.62%	5	19.23%	0	0.00%	0	0.00%	N	N	N	N
20-21	58	Pine	577	1	Willow River Public School District	40	Willow River Secondary	7	07E	33	10	42	N	19	45.24%	23	54.76%	1	2.38%	0	1	0	0.00%	0	0	0	0.00%	0	0	1	2.38%	1	0	0	0.00%	0	0	40	95.24%	18	22	0	0.00%	0	0	2	4.76%	18	42.86%	13	30.95%	0	0.00%	0	0.00%	N	N	N	N
20-21	58	Pine	577	1	Willow River Public School District	40	Willow River Secondary	7	07E	33	11	34	N	14	41.18%	20	58.82%	1	2.94%	0	1	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	32	94.12%	14	18	1	2.94%	0	1	2	5.88%	13	38.24%	12	35.29%	0	0.00%	0	0.00%	N	N	N	N
20-21	58	Pine	577	1	Willow River Public School District	40	Willow River Secondary	7	07E	33	12	25	N	13	52.00%	12	48.00%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	25	100.00%	13	12	0	0.00%	0	0	0	0.00%	5	20.00%	4	16.00%	0	0.00%	0	0.00%	N	N	N	N
20-21	58	Pine	577	1	Willow River Public School District	40	Willow River Secondary	7	07E	33	All Grades	195	N	93	47.69%	102	52.31%	3	1.54%	0	3	0	0.00%	0	0	0	0.00%	0	0	1	0.51%	1	0	0	0.00%	0	0	186	95.38%	90	96	5	2.56%	2	3	9	4.62%	70	35.90%	44	22.56%	0	0.00%	0	0.00%	N	N	N	N
20-21	58	Pine	578	1	Pine City Public School District	8	Early Childhood	7	07E	10	ECSE	16	N	7	43.75%	9	56.25%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	16	100.00%	7	9	0	0.00%	0	0	0	0.00%	0	0.00%		>=90%	0	0.00%	0	0.00%	N	Y	N	N
20-21	58	Pine	578	1	Pine City Public School District	8	Early Childhood	7	07E	10	All Grades	16	N	7	43.75%	9	56.25%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	16	100.00%	7	9	0	0.00%	0	0	0	0.00%	0	0.00%		>=90%	0	0.00%	0	0.00%	N	Y	N	N
20-21	58	Pine	578	1	Pine City Public School District	10	Pine City Elementary	7	07E	10	KG	103	N	51	49.51%	52	50.49%	0	0.00%	0	0	3	2.91%	1	2	0	0.00%	0	0	6	5.83%	1	5	0	0.00%	0	0	89	86.41%	48	41	5	4.85%	1	4	14	13.59%	35	33.98%	9	8.74%	2	1.94%	0	0.00%	N	N	N	N
20-21	58	Pine	578	1	Pine City Public School District	10	Pine City Elementary	7	07E	10	1	120	N	63	52.50%	57	47.50%	0	0.00%	0	0	2	1.67%	2	0	0	0.00%	0	0	2	1.67%	2	0	0	0.00%	0	0	109	90.83%	53	56	7	5.83%	6	1	11	9.17%	35	29.17%	7	5.83%	2	1.67%	0	0.00%	N	N	N	N
20-21	58	Pine	578	1	Pine City Public School District	10	Pine City Elementary	7	07E	10	2	118	N	53	44.92%	65	55.08%	0	0.00%	0	0	1	0.85%	0	1	0	0.00%	0	0	2	1.69%	1	1	0	0.00%	0	0	106	89.83%	48	58	9	7.63%	4	5	12	10.17%	40	33.90%	11	9.32%	2	1.69%	1	0.85%	N	N	N	N
20-21	58	Pine	578	1	Pine City Public School District	10	Pine City Elementary	7	07E	10	3	105	N	51	48.57%	54	51.43%	1	0.95%	0	1	0	0.00%	0	0	0	0.00%	0	0	3	2.86%	2	1	0	0.00%	0	0	95	90.48%	47	48	6	5.71%	2	4	10	9.52%	33	31.43%	10	9.52%	0	0.00%	3	2.86%	N	N	N	N
20-21	58	Pine	578	1	Pine City Public School District	10	Pine City Elementary	7	07E	10	4	97	N	48	49.48%	49	50.52%	1	1.03%	1	0	1	1.03%	1	0	0	0.00%	0	0	2	2.06%	1	1	0	0.00%	0	0	88	90.72%	43	45	5	5.15%	2	3	9	9.28%	26	26.80%	8	8.25%	1	1.03%	1	1.03%	N	N	N	N
20-21	58	Pine	578	1	Pine City Public School District	10	Pine City Elementary	7	07E	10	5	117	N	50	42.74%	67	57.26%	0	0.00%	0	0	1	0.85%	1	0	0	0.00%	0	0	2	1.71%	1	1	5	4.27%	5	0	105	89.74%	42	63	4	3.42%	1	3	12	10.26%	35	29.91%	15	12.82%	0	0.00%	1	0.85%	N	N	N	N
20-21	58	Pine	578	1	Pine City Public School District	10	Pine City Elementary	7	07E	10	6	104	N	46	44.23%	58	55.77%	0	0.00%	0	0	1	0.96%	1	0	0	0.00%	0	0	1	0.96%	1	0	0	0.00%	0	0	95	91.35%	42	53	7	6.73%	2	5	9	8.65%	33	31.73%	18	17.31%	0	0.00%	0	0.00%	N	N	N	N
20-21	58	Pine	578	1	Pine City Public School District	10	Pine City Elementary	7	07E	10	All Grades	764	N	362	47.38%	402	52.62%	2	0.26%	1	1	9	1.18%	6	3	0	0.00%	0	0	18	2.36%	9	9	5	0.65%	5	0	687	89.92%	323	364	43	5.63%	18	25	77	10.08%	237	31.02%	78	10.21%	7	0.92%	6	0.79%	N	N	N	N
20-21	58	Pine	578	1	Pine City Public School District	20	Pine City Secondary	7	07E	33	7	122	N	68	55.74%	54	44.26%	1	0.82%	0	1	2	1.64%	1	1	0	0.00%	0	0	5	4.10%	4	1	0	0.00%	0	0	104	85.25%	57	47	10	8.20%	6	4	18	14.75%	39	31.97%	14	11.48%	0	0.00%	2	1.64%	N	N	N	N
20-21	58	Pine	578	1	Pine City Public School District	20	Pine City Secondary	7	07E	33	8	128	N	55	42.97%	73	57.03%	2	1.56%	1	1	0	0.00%	0	0	0	0.00%	0	0	3	2.34%	2	1	1	0.78%	0	1	116	90.63%	47	69	6	4.69%	5	1	12	9.38%	39	30.47%	14	10.94%	0	0.00%	0	0.00%	N	N	N	N
20-21	58	Pine	578	1	Pine City Public School District	20	Pine City Secondary	7	07E	33	9	126	N	65	51.59%	61	48.41%	1	0.79%	0	1	0	0.00%	0	0	0	0.00%	0	0	5	3.97%	4	1	1	0.79%	0	1	110	87.30%	56	54	9	7.14%	5	4	16	12.70%	35	27.78%	14	11.11%	0	0.00%	0	0.00%	N	N	N	N
20-21	58	Pine	578	1	Pine City Public School District	20	Pine City Secondary	7	07E	33	10	130	N	56	43.08%	74	56.92%	1	0.77%	0	1	3	2.31%	2	1	0	0.00%	0	0	7	5.38%	3	4	0	0.00%	0	0	110	84.62%	47	63	9	6.92%	4	5	20	15.38%									Y	Y	Y	Y
20-21	58	Pine	578	1	Pine City Public School District	20	Pine City Secondary	7	07E	33	11	108	N	48	44.44%	60	55.56%	1	0.93%	0	1	1	0.93%	1	0	0	0.00%	0	0	5	4.63%	1	4	0	0.00%	0	0	98	90.74%	43	55	3	2.78%	3	0	10	9.26%									Y	Y	Y	Y
20-21	58	Pine	578	1	Pine City Public School District	20	Pine City Secondary	7	07E	33	12	105	N	56	53.33%	49	46.67%	1	0.95%	0	1	1	0.95%	1	0	0	0.00%	0	0	3	2.86%	2	1	0	0.00%	0	0	94	89.52%	50	44	6	5.71%	3	3	11	10.48%	25	23.81%	14	13.33%	0	0.00%	0	0.00%	N	N	N	N
20-21	58	Pine	578	1	Pine City Public School District	20	Pine City Secondary	7	07E	33	All Grades	719	N	348	48.40%	371	51.60%	7	0.97%	1	6	7	0.97%	5	2	0	0.00%	0	0	28	3.89%	16	12	2	0.28%	0	2	632	87.90%	300	332	43	5.98%	26	17	87	12.10%	197	27.40%	86	11.96%	1	0.14%	6	0.83%	N	N	N	N
20-21	58	Pine	578	1	Pine City Public School District	692	Pine City Area Learning Center	7	07E	41	10	3	Y	3	100.00%	0	0.00%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	3	100.00%	3	0	0	0.00%	0	0	0	0.00%									Y	Y	Y	Y
20-21	58	Pine	578	1	Pine City Public School District	692	Pine City Area Learning Center	7	07E	41	11	16	N	8	50.00%	8	50.00%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	4	25.00%	2	2	0	0.00%	0	0	10	62.50%	5	5	2	12.50%	1	1	6	37.50%									Y	Y	Y	Y
20-21	58	Pine	578	1	Pine City Public School District	692	Pine City Area Learning Center	7	07E	41	12	20	N	10	50.00%	10	50.00%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	2	10.00%	1	1	0	0.00%	0	0	18	90.00%	9	9	0	0.00%	0	0	2	10.00%	8	40.00%	4	20.00%	0	0.00%	0	0.00%	N	N	N	N
20-21	58	Pine	578	1	Pine City Public School District	692	Pine City Area Learning Center	7	07E	41	All Grades	39	N	21	53.85%	18	46.15%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	6	15.38%	3	3	0	0.00%	0	0	31	79.49%	17	14	2	5.13%	1	1	8	20.51%	16	41.03%			0	0.00%	0	0.00%	N	Y	N	N
20-21	59	Pipestone	581	1	Edgerton Public School District	10	Edgerton Secondary	6 and 8	8	33	6	31	N	17	54.84%	14	45.16%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	8	25.81%	5	3	1	3.23%	1	0	18	58.06%	11	7	4	12.90%	0	4	13	41.94%	16	51.61%	4	12.90%	4	12.90%	0	0.00%	N	N	N	N
20-21	59	Pipestone	581	1	Edgerton Public School District	10	Edgerton Secondary	6 and 8	8	33	7	35	N	15	42.86%	20	57.14%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	6	17.14%	2	4	1	2.86%	0	1	27	77.14%	13	14	1	2.86%	0	1	8	22.86%	18	51.43%	7	20.00%	3	8.57%	0	0.00%	N	N	N	N
20-21	59	Pipestone	581	1	Edgerton Public School District	10	Edgerton Secondary	6 and 8	8	33	8	28	N	15	53.57%	13	46.43%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	6	21.43%	3	3	1	3.57%	0	1	20	71.43%	11	9	1	3.57%	1	0	8	28.57%	9	32.14%	0	0.00%	0	0.00%	0	0.00%	N	N	N	N
20-21	59	Pipestone	581	1	Edgerton Public School District	10	Edgerton Secondary	6 and 8	8	33	9	31	N	14	45.16%	17	54.84%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	8	25.81%	5	3	2	6.45%	2	0	20	64.52%	7	13	1	3.23%	0	1	11	35.48%	9	29.03%	7	22.58%	6	19.35%	0	0.00%	N	N	N	N
20-21	59	Pipestone	581	1	Edgerton Public School District	10	Edgerton Secondary	6 and 8	8	33	10	23	N	13	56.52%	10	43.48%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	3	13.04%	1	2	0	0.00%	0	0	20	86.96%	12	8	0	0.00%	0	0	3	13.04%	12	52.17%	1	4.35%	1	4.35%	0	0.00%	N	N	N	N
20-21	59	Pipestone	581	1	Edgerton Public School District	10	Edgerton Secondary	6 and 8	8	33	11	28	N	18	64.29%	10	35.71%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	4	14.29%	3	1	1	3.57%	0	1	23	82.14%	15	8	0	0.00%	0	0	5	17.86%	9	32.14%	4	14.29%	2	7.14%	0	0.00%	N	N	N	N
20-21	59	Pipestone	581	1	Edgerton Public School District	10	Edgerton Secondary	6 and 8	8	33	12	39	N	15	38.46%	24	61.54%	0	0.00%	0	0	1	2.56%	1	0	0	0.00%	0	0	5	12.82%	3	2	0	0.00%	0	0	32	82.05%	10	22	1	2.56%	1	0	7	17.95%	16	41.03%	4	10.26%	1	2.56%	0	0.00%	N	N	N	N
20-21	59	Pipestone	581	1	Edgerton Public School District	10	Edgerton Secondary	6 and 8	8	33	All Grades	215	N	107	49.77%	108	50.23%	0	0.00%	0	0	1	0.47%	1	0	0	0.00%	0	0	40	18.60%	22	18	6	2.79%	3	3	160	74.42%	79	81	8	3.72%	2	6	55	25.58%	89	41.40%	27	12.56%	17	7.91%	0	0.00%	N	N	N	N
20-21	59	Pipestone	581	1	Edgerton Public School District	20	Edgerton Elementary	6 and 8	8	10	ECSE	1	Y	0	0.00%	1	100.00%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	1	100.00%	0	1	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	1	100.00%									Y	Y	Y	Y
20-21	59	Pipestone	581	1	Edgerton Public School District	20	Edgerton Elementary	6 and 8	8	10	PK	24	N	15	62.50%	9	37.50%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	6	25.00%	3	3	0	0.00%	0	0	16	66.67%	11	5	2	8.33%	1	1	8	33.33%	12	50.00%	0	0.00%	0	0.00%			N	N	N	Y
20-21	59	Pipestone	581	1	Edgerton Public School District	20	Edgerton Elementary	6 and 8	8	10	KG	29	N	10	34.48%	19	65.52%	1	3.45%	0	1	0	0.00%	0	0	0	0.00%	0	0	8	27.59%	1	7	0	0.00%	0	0	20	68.97%	9	11	0	0.00%	0	0	9	31.03%			2	6.90%	7	24.14%	0	0.00%	Y	N	N	N
20-21	59	Pipestone	581	1	Edgerton Public School District	20	Edgerton Elementary	6 and 8	8	10	1	28	N	9	32.14%	19	67.86%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	7	25.00%	3	4	0	0.00%	0	0	21	75.00%	6	15	0	0.00%	0	0	7	25.00%	10	35.71%	2	7.14%			0	0.00%	N	N	Y	N
20-21	59	Pipestone	581	1	Edgerton Public School District	20	Edgerton Elementary	6 and 8	8	10	2	27	N	12	44.44%	15	55.56%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	8	29.63%	3	5	1	3.70%	1	0	18	66.67%	8	10	0	0.00%	0	0	9	33.33%	15	55.56%	4	14.81%	6	22.22%	0	0.00%	N	N	N	N
20-21	59	Pipestone	581	1	Edgerton Public School District	20	Edgerton Elementary	6 and 8	8	10	3	38	N	18	47.37%	20	52.63%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	10	26.32%	6	4	3	7.89%	1	2	24	63.16%	10	14	1	2.63%	1	0	14	36.84%	15	39.47%	8	21.05%	9	23.68%	0	0.00%	N	N	N	N
20-21	59	Pipestone	581	1	Edgerton Public School District	20	Edgerton Elementary	6 and 8	8	10	4	30	N	11	36.67%	19	63.33%	1	3.33%	0	1	0	0.00%	0	0	0	0.00%	0	0	6	20.00%	4	2	1	3.33%	0	1	19	63.33%	5	14	3	10.00%	2	1	11	36.67%	15	50.00%	4	13.33%	5	16.67%	0	0.00%	N	N	N	N
20-21	59	Pipestone	581	1	Edgerton Public School District	20	Edgerton Elementary	6 and 8	8	10	5	43	N	21	48.84%	22	51.16%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	9	20.93%	5	4	2	4.65%	1	1	32	74.42%	15	17	0	0.00%	0	0	11	25.58%	15	34.88%	5	11.63%	4	9.30%	0	0.00%	N	N	N	N
20-21	59	Pipestone	581	1	Edgerton Public School District	20	Edgerton Elementary	6 and 8	8	10	All Grades	220	N	96	43.64%	124	56.36%	2	0.91%	0	2	0	0.00%	0	0	0	0.00%	0	0	55	25.00%	25	30	7	3.18%	3	4	150	68.18%	64	86	6	2.73%	4	2	70	31.82%	90	40.91%	26	11.82%	35	15.91%	0	0.00%	N	N	N	N
20-21	60	Polk	592	1	Climax-Shelly Public Schools	10	Climax Elementary	1 and 2	1	10	PK	11	N	5	45.45%	6	54.55%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	10	90.91%	4	6	1	9.09%	1	0	1	9.09%			0	0.00%					Y	N	Y	Y
20-21	60	Polk	592	1	Climax-Shelly Public Schools	10	Climax Elementary	1 and 2	1	10	KG	8	Y	4	50.00%	4	50.00%	0	0.00%	0	0	1	12.50%	1	0	0	0.00%	0	0	2	25.00%	1	1	0	0.00%	0	0	5	62.50%	2	3	0	0.00%	0	0	3	37.50%									Y	Y	Y	Y
20-21	60	Polk	592	1	Climax-Shelly Public Schools	10	Climax Elementary	1 and 2	1	10	1	10	N	2	20.00%	8	80.00%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	2	20.00%	0	2	0	0.00%	0	0	7	70.00%	1	6	1	10.00%	1	0	3	30.00%	7	70.00%			0	0.00%	0	0.00%	N	Y	N	N
20-21	60	Polk	592	1	Climax-Shelly Public Schools	10	Climax Elementary	1 and 2	1	10	2	15	N	6	40.00%	9	60.00%	1	6.67%	0	1	0	0.00%	0	0	0	0.00%	0	0	4	26.67%	2	2	0	0.00%	0	0	9	60.00%	3	6	1	6.67%	1	0	6	40.00%	10	66.67%	3	20.00%	0	0.00%	0	0.00%	N	N	N	N
20-21	60	Polk	592	1	Climax-Shelly Public Schools	10	Climax Elementary	1 and 2	1	10	3	13	N	7	53.85%	6	46.15%	1	7.69%	0	1	0	0.00%	0	0	0	0.00%	0	0	1	7.69%	0	1	0	0.00%	0	0	11	84.62%	7	4	0	0.00%	0	0	2	15.38%	9	69.23%	5	38.46%	0	0.00%	0	0.00%	N	N	N	N
20-21	60	Polk	592	1	Climax-Shelly Public Schools	10	Climax Elementary	1 and 2	1	10	4	17	N	11	64.71%	6	35.29%	0	0.00%	0	0	1	5.88%	1	0	0	0.00%	0	0	4	23.53%	4	0	0	0.00%	0	0	11	64.71%	6	5	1	5.88%	0	1	6	35.29%	8	47.06%	3	17.65%	0	0.00%	0	0.00%	N	N	N	N
20-21	60	Polk	592	1	Climax-Shelly Public Schools	10	Climax Elementary	1 and 2	1	10	5	12	N	7	58.33%	5	41.67%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	4	33.33%	1	3	0	0.00%	0	0	6	50.00%	4	2	2	16.67%	2	0	6	50.00%	8	66.67%	3	25.00%	0	0.00%	0	0.00%	N	N	N	N
20-21	60	Polk	592	1	Climax-Shelly Public Schools	10	Climax Elementary	1 and 2	1	10	6	19	N	9	47.37%	10	52.63%	0	0.00%	0	0	0	0.00%	0	0	0	0.00%	0	0	3	15.79%	1	2	0	0.00%	0	0	16	84.21%	8	8	0	0.00%	0	0	3	15.79%	10	52.63%	2	10.53%	0	0.00%	0	0.00%	N	N	N	N
20-21	60	Polk	592	1	Climax-Shelly Public Schools	10	Climax Elementary	1 and 2	1	10	All Grades	105	N	51	48.57%	54	51.43%	2	1.90%	0	2	2	1.90%	2	0	0	0.00%	0	0	20	19.05%	9	11	0	0.00%	0	0	75	71.43%	35	40	6	5.71%	5	1	30	28.57%	63	60.00%	17	16.19%	0	0.00%	0	0.00%	N	N	N	N
20-21	60	Polk	592	1	Climax-Shelly Public Schools	20	Climax Secondary	1 and 2	1	33	7	18	N	10	55.56%	8	44.44%	1	5.56%	1	0	0	0.00%	0	0	0	0.00%	0	0	2	11.11%	1	1	0	0.00%	0	0	15	83.33%	8	7	0	0.00%	0	0	3	16.67%	9	50.00%	5	27.78%	0	0.00%	0	0.00%	N	N	N	N
20-21	60	Polk	592	1	Climax-Shelly Public Schools	20	Climax Secondary	1 and 2	1	33	8	14	N	5	35.71%	9	64.29%	1	7.14%	1	0	0	0.00%	0	0	0	0.00%	0	0	2	14.29%	0	2	0	0.00%	0	0	11	78.57%	4	7	0	0.00%	0	0	3	21.43%	9	64.29%	6	42.86%	0	0.00%	0	0.00%	N	N	N	N
